Humidity,Pressure,RainTomorrow
0.69,0.497520661157025,1
0.915,0.575206611570247,2
0.86,0.570247933884298,2
0.64,0.664462809917356,1
0.76,0.84297520661157,1
0.865,0.867768595041322,1
0.695,0.84793388429752,1
0.735,0.851239669421488,1
0.73,0.84297520661157,1
0.705,0.796694214876034,1
0.675,0.74214876033058,1
0.735,0.603305785123967,2
0.865,0.370247933884297,2
0.75,0.451239669421487,1
0.605,0.608264462809917,1
0.635,0.661157024793388,1
0.82,0.684297520661157,1
0.855,0.74214876033058,1
0.81,0.760330578512397,1
0.635,0.750413223140497,1
0.605,0.732231404958677,1
0.695,0.785123966942149,1
0.785,0.781818181818181,1
0.77,0.662809917355372,2
0.835,0.591735537190082,1
0.865,0.631404958677687,2
0.635,0.618181818181818,1
0.88,0.641322314049586,2
0.76,0.639669421487604,1
0.7,0.621487603305785,1
0.655,0.674380165289255,1
0.66,0.796694214876034,1
0.625,0.803305785123965,1
0.66,0.773553719008264,1
0.615,0.740495867768594,1
0.65,0.768595041322314,1
0.705,0.712396694214876,1
0.8,0.497520661157025,1
0.88,0.571900826446281,1
0.955,0.614876033057852,2
0.765,0.576859504132231,2
0.755,0.355371900826446,1
0.81,0.542148760330578,2
0.775,0.656198347107439,1
0.93,0.790082644628098,1
0.82,0.834710743801653,1
0.77,0.804958677685951,1
0.73,0.826446280991736,1
0.75,0.912396694214877,1
0.655,0.940495867768597,1
0.725,0.965289256198349,1
0.79,0.877685950413222,1
0.81,0.763636363636364,1
0.89,0.631404958677687,2
0.695,0.540495867768596,2
0.785,0.489256198347108,2
0.905,0.500826446280991,2
0.695,0.552066115702479,1
0.785,0.752066115702479,2
0.905,0.689256198347108,1
0.73,0.614876033057852,2
0.745,0.689256198347108,1
0.735,0.74214876033058,1
0.895,0.679338842975207,2
0.82,0.806611570247933,1
0.705,0.927272727272726,1
0.67,0.839669421487603,1
0.905,0.71900826446281,2
0.885,0.633057851239669,2
0.825,0.659504132231405,1
0.765,0.677685950413223,1
0.605,0.689256198347108,1
0.505,0.710743801652893,1
0.585,0.730578512396695,1
0.87,0.669421487603306,2
0.895,0.596694214876033,2
0.81,0.69090909090909,1
0.74,0.8198347107438,1
0.79,0.834710743801653,1
0.72,0.800000000000001,1
0.715,0.728925619834709,1
0.86,0.680991735537191,1
0.735,0.679338842975207,1
0.67,0.689256198347108,1
0.675,0.689256198347108,1
0.505,0.71900826446281,1
0.535,0.702479338842975,2
0.955,0.64297520661157,2
0.9,0.593388429752066,2
0.855,0.51900826446281,2
0.825,0.490909090909092,2
0.86,0.476033057851239,2
0.67,0.520661157024793,1
0.585,0.664462809917356,1
0.78,0.735537190082645,1
0.69,0.770247933884296,2
0.795,0.745454545454544,1
0.625,0.666115702479338,2
0.93,0.517355371900826,2
0.905,0.499173553719009,1
0.685,0.669421487603306,1
0.47,0.84297520661157,1
0.625,0.938842975206611,1
0.63,0.981818181818183,1
0.775,0.938842975206611,1
0.775,0.841322314049588,1
0.735,0.745454545454544,1
0.675,0.745454545454544,1
0.565,0.71404958677686,1
0.58,0.699173553719007,1
0.695,0.639669421487604,1
0.73,0.72396694214876,1
0.715,0.74214876033058,1
0.62,0.745454545454544,1
0.48,0.791735537190084,1
0.575,0.791735537190084,1
0.665,0.722314049586778,2
0.69,0.727272727272727,2
0.63,0.568595041322314,1
0.61,0.674380165289255,1
0.56,0.697520661157025,1
0.585,0.538842975206612,1
0.525,0.707438016528925,1
0.64,0.616528925619834,1
0.65,0.611570247933884,1
0.44,0.580165289256199,1
0.53,0.578512396694215,1
0.715,0.467768595041322,2
0.76,0.695867768595042,1
0.585,0.709090909090909,1
0.52,0.618181818181818,1
0.54,0.657851239669421,1
0.445,0.689256198347108,1
0.51,0.735537190082645,1
0.58,0.651239669421487,1
0.81,0.46611570247934,2
0.865,0.261157024793388,2
0.715,0.423140495867769,2
0.825,0.418181818181817,2
0.58,0.626446280991735,1
0.535,0.730578512396695,1
0.605,0.733884297520663,1
0.74,0.661157024793388,1
0.835,0.56694214876033,2
0.705,0.540495867768596,1
0.645,0.523966942148761,1
0.73,0.489256198347108,2
0.56,0.633057851239669,1
0.6,0.672727272727274,1
0.64,0.606611570247935,1
0.65,0.48595041322314,1
0.46,0.618181818181818,1
0.465,0.857851239669423,1
0.52,0.874380165289258,1
